Join_Count,TARGET_FID,DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Local_Auth,x,y,geo_area,EU_zone_ag,NO2_2016,NO2_2020,NO2_change,FID_1,DataZone_1,LAName_1,SAPE2014,WASAPE2014,Rank,Quintile,Decile,Vigintile,Percentile,IncRate_1,IncNumDep_1,IncRank,EmpRate_1,EmpNumDep_1,EmpRank_1,HlthCIF_1,HlthAlcSR_1,HlthDrugSR_1,HlthSMR_1,HlthDprsPc_1,HlthLBWTPc_1,HlthEmrgSR,HlthRank_1,EduAttend_1,EduAttain_1,EduNoQuals_1,EduNEET,EduHESA,EduRank_1,GAccPetrol_1,GAccDTGP_1,GAccDTPost_1,GAccDTPsch_1,GAccDTRet_1,GAccDTSsch_1,GAccPTGP_1,GAccPTPost_1,GAccPTRet_1,GAccRank_1,CrimeCount_1,CrimeRate_1,CrimeRank_1,HouseNumOC_1,HouseNumNC_1,HouseOCrat_1,HouseNCrat_1,HouseRank_1,Shape_Leng_1,Shape_Area_1,Shape_Length,Shape_Area,GS_Ratio,VDL_Ratio,OBJECTID,DataZone_12,FREQUENCY,SUM_GreenArea,GreenRatio,VDL_Ratio16,VDL_Ratio20,VDL_Change,vdl_2016_summary_Rowid,vdl_2016_summary_OBJECTID,vdl_2016_summary_GLA_MAST_2,vdl_2016_summary_FREQUENCY,vdl_2016_summary_SUM_VDL_AREA,vdl_2020_summary_Rowid,vdl_2020_summary_OBJECTID,vdl_2020_summary_GLA_MAST_2,vdl_2020_summary_FREQUENCY,vdl_2020_summary_SUM_VDL_AREA
1,544,S01010302,Firhill - 02,Glasgow City,822,539,1285,1,2,4,19,24%,197,965.000000000000000,17%,91,1105.500000000000000,160,230,174,87,17%,6%,114,1730,86%,5.700000000000000,207,5%,2%,1781,2.030000000000000,2.140000000000000,1.820000000000000,2.710000000000000,4.320000000000000,2.600000000000000,4.490000000000000,6.790000000000000,10.250000000000000,0%,6081,22,269,2521.000000000000000,258,30,39%,5%,74.000000000000000,1706.760334629999988,373,258500,666500,1,24,26.040690000000001,22.227670000000000,-3.813000000000000,544,S01010302,Glasgow City,792.000000000000000,533.000000000000000,809.000000000000000,1.000000000000000,2.000000000000000,3.000000000000000,12.000000000000000,0.260000000000000,205.000000000000000,764.000000000000000,0.240000000000000,125.000000000000000,595.000000000000000,175.000000000000000,287.658679107000012,116.969115536999993,139.000000000000000,0.180555555556000,0.083333333333300,136.623227552000003,956.000000000000000,0.865853658500000,5.384615380000000,206.556527893999998,0.210000000000000,0.038461540000000,1391.000000000000000,1.396862759340000,1.526645630420000,1.689039605240000,1.861556308050000,2.412579882660000,4.795645463540000,5.135224166380000,7.031442424110000,10.133213586700000,6022.000000000000000,31.046757164399999,392.004509652000024,1730.000000000000000,258.000000000000000,30.000000000000000,0.392097264438000,0.045592705167200,74.000000000000000,1706.760334629999988,40155.550058499997249,1706.760334634545870,40155.550058499997249,0.011711047510644,0.325498891422000,536,S01010302,24,9197.833292726330910,0.011711045124840,0.346048618414046,0.346048618414046,0.000000000000000,377,0,S01010302,1,13895.772619400000622,313,0,S01010302,1,13895.772619400000622
1,545,S01010303,Firhill - 03,Glasgow City,632,414,1354,1,2,4,20,24%,151,975.000000000000000,16%,66,1243.000000000000000,125,193,317,79,15%,5%,111,2496,87%,5.160000000000000,243,3%,9%,1698,0.930000000000000,1.180000000000000,1.970000000000000,3.180000000000000,4.800000000000000,2.950000000000000,4.120000000000000,7.820000000000000,10.730000000000000,0%,6501,28,445,1253.000000000000000,234,17,40%,3%,78.000000000000000,855.066078444000027,373,258500,666500,1,24,26.040690000000001,22.227670000000000,-3.813000000000000,545,S01010303,Glasgow City,675.000000000000000,427.000000000000000,660.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,10.000000000000000,0.360000000000000,240.000000000000000,191.000000000000000,0.190000000000000,80.000000000000000,1099.000000000000000,150.000000000000000,109.310098780000004,331.841021807000004,106.000000000000000,0.149629629630000,0.085106382978700,114.933483254999999,1987.000000000000000,0.889328063200000,4.615384620000000,242.529879872000009,0.090000000000000,0.027777780000000,794.000000000000000,0.960906212263000,1.124968209370000,2.208320378900000,2.171942629690000,2.979893323400000,5.063938172130000,4.487668390720000,8.323212489970000,10.609654660100000,6119.000000000000000,28.042232277499998,415.440478186000007,1586.000000000000000,234.000000000000000,17.000000000000000,0.404145077720000,0.029360967184800,78.000000000000000,855.066078444000027,24521.740822499999922,855.066078444456139,24521.740822499999922,0.017965687962884,1.000305871920000,537,S01010303,27,14110.215394610131625,0.017965684302864,0.988985553307366,0.988985553307366,0.000000000000000,378,0,S01010303,1,24251.647415399998863,314,0,S01010303,1,24251.647415399998863
1,546,S01010304,Firhill - 04,Glasgow City,764,569,244,1,1,1,4,30%,233,392.000000000000000,23%,129,419.000000000000000,260,596,519,192,23%,3%,181,77,61%,4.500000000000000,190,12%,5%,153,1.380000000000000,1.510000000000000,2.770000000000000,3.030000000000000,5.280000000000000,3.330000000000000,5.100000000000000,7.380000000000000,9.910000000000000,0%,5782,39,513,952.000000000000000,160,18,30%,3%,264.000000000000000,1617.225140750000037,373,258500,667500,1,24,17.235009999999999,14.619920000000000,-2.615100000000000,546,S01010304,Glasgow City,722.000000000000000,518.000000000000000,270.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,0.320000000000000,230.000000000000000,330.000000000000000,0.290000000000000,150.000000000000000,271.000000000000000,245.000000000000000,515.628988570000047,371.514242873999990,145.000000000000000,0.252077562327000,0.055555555555600,205.686539288999995,76.000000000000000,0.726562500000000,4.800000000000000,190.404228969000002,0.100000000000000,0.062992130000000,948.000000000000000,1.318589012820000,1.466172636350000,2.362121789710000,1.710466909520000,2.662076589020000,5.199421903510000,5.011374486770000,7.313307114850000,7.428920655890000,6004.000000000000000,58.087481146300000,804.535749948999978,442.000000000000000,160.000000000000000,18.000000000000000,0.295202952030000,0.033210332103300,264.000000000000000,1617.225140750000037,87672.469950900005642,1617.225140745251110,87672.469950900005642,0.032263819795631,0.413596199512000,538,S01010304,37,25339.939539677190623,0.032263813222681,0.544728138745790,0.395441320078197,-0.149286818667593,379,0,S01010304,1,47757.661375600000611,315,0,S01010304,1,34669.317251899999974
1,547,S01010305,Firhill - 05,Glasgow City,822,614,1025,1,2,3,15,27%,224,635.000000000000000,16%,98,1247.000000000000000,210,149,58,121,26%,0%,138,640,84%,5.220000000000000,127,3%,8%,2788,2.060000000000000,1.930000000000000,2.580000000000000,1.390000000000000,3.850000000000000,2.660000000000000,6.660000000000000,6.970000000000000,8.000000000000000,0%,6142,45,550,831.000000000000000,180,31,23%,4%,538.000000000000000,1876.720707259999926,373,257500,667500,1,24,17.985205000000001,15.300020000000000,-2.685200000000000,547,S01010305,Glasgow City,805.000000000000000,606.000000000000000,1126.000000000000000,1.000000000000000,2.000000000000000,4.000000000000000,17.000000000000000,0.250000000000000,205.000000000000000,834.000000000000000,0.190000000000000,115.000000000000000,1119.000000000000000,215.000000000000000,168.868201085000010,26.108561822399999,179.000000000000000,0.255900621118000,0.062500000000000,137.903738898000000,503.000000000000000,0.782608695700000,5.285714290000000,127.224962000999994,0.040000000000000,0.080357140000000,2686.000000000000000,1.838727459730000,1.685525941140000,2.199622062320000,1.262550848720000,2.411692777880000,4.249329411760000,6.771517981970000,6.831995044060000,7.225935607000000,5892.000000000000000,18.027149321300001,223.939743120999992,3253.000000000000000,180.000000000000000,31.000000000000000,0.225846925972000,0.038895859473000,538.000000000000000,1876.720707259999926,67573.180617999998503,1876.720707261187272,67573.180617999998503,0.021544097378604,0.038858316137600,539,S01010305,16,16920.690993333188089,0.021544092990151,0.484295353539755,0.018911183406536,-0.465384170133218,380,0,S01010305,1,32725.377397200001724,316,0,S01010305,1,1277.888812030000054
1,551,S01010309,Keppochhill - 01,Glasgow City,318,190,1006,1,2,3,15,22%,70,1175.000000000000000,16%,29,1333.000000000000000,170,305,397,64,20%,0%,125,1248,66%,0.000000000000000,266,14%,5%,305,3.000000000000000,1.740000000000000,2.590000000000000,3.440000000000000,5.870000000000000,2.610000000000000,7.850000000000000,8.260000000000000,8.510000000000000,0%,4749,9,284,2385.000000000000000,113,46,27%,11%,157.000000000000000,1364.232356879999998,373,258500,667500,1,24,17.235009999999999,14.619920000000000,-2.615100000000000,551,S01010309,Glasgow City,317.000000000000000,196.000000000000000,1056.000000000000000,1.000000000000000,2.000000000000000,4.000000000000000,16.000000000000000,0.220000000000000,70.000000000000000,1240.000000000000000,0.170000000000000,35.000000000000000,1451.000000000000000,165.000000000000000,107.581577456000005,0.000000000000000,119.000000000000000,0.239747634069000,0.000000000000000,116.445196312999997,1556.000000000000000,0.754716981100000,5.333333330000000,266.014135628000020,0.190000000000000,0.000000000000000,179.000000000000000,2.844365137830000,2.015550175420000,2.613854398020000,2.904980745900000,2.658743331150000,6.530748695650000,7.860716090850000,8.523347320879999,8.751592875669999,3796.000000000000000,0.000000000000000,0.000000000000000,6025.000000000000000,113.000000000000000,46.000000000000000,0.269689737470000,0.109785202864000,157.000000000000000,1364.232356879999998,102464.228956000006292,1364.232356877415668,102464.228956000006292,0.028595105793635,0.989419638277000,543,S01010309,20,22458.538900038707652,0.028595099968198,1.000000000000000,0.996604951312820,-0.003395048687180,381,0,S01010309,1,102464.228956000006292,317,0,S01010309,1,102116.357910000006086
1,552,S01010310,Keppochhill - 02,Glasgow City,713,516,472,1,1,2,7,29%,210,464.000000000000000,23%,116,428.000000000000000,210,288,225,173,17%,9%,186,425,77%,5.130000000000000,250,9%,10%,818,2.460000000000000,1.260000000000000,2.060000000000000,2.740000000000000,5.410000000000000,2.110000000000000,4.220000000000000,5.770000000000000,6.020000000000000,2%,6010,34,479,1100.000000000000000,264,6,37%,1%,151.000000000000000,1471.211011509999935,373,258500,667500,1,24,17.235009999999999,14.619920000000000,-2.615100000000000,552,S01010310,Glasgow City,697.000000000000000,496.000000000000000,415.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,6.000000000000000,0.310000000000000,215.000000000000000,396.000000000000000,0.250000000000000,125.000000000000000,484.000000000000000,210.000000000000000,208.115308964000008,185.951556804000006,154.000000000000000,0.205164992826000,0.056603773584900,181.359464941999988,379.000000000000000,0.729064039400000,5.000000000000000,249.656081048000004,0.150000000000000,0.062992130000000,541.000000000000000,2.438657428120000,1.258363661580000,1.851437676350000,1.997450339410000,1.983737898020000,5.815943410990000,4.272620373000000,5.549072202310000,5.778271931090000,6269.000000000000000,40.060331824999999,574.753684721000013,884.000000000000000,264.000000000000000,6.000000000000000,0.373937677054000,0.008498583569410,151.000000000000000,1471.211011509999935,90290.220205799996620,1471.211011509452646,90290.220205799996620,0.076969446420662,0.780320261247000,544,S01010310,18,60451.649279293036670,0.076969430739808,0.733127089508946,0.725212804715186,-0.007914284793760,382,0,S01010310,1,66194.206350599997677,318,0,S01010310,1,65479.623833799996646
1,553,S01010311,Keppochhill - 03,Glasgow City,812,572,167,1,1,1,3,35%,288,183.000000000000000,24%,136,349.000000000000000,245,289,230,156,27%,7%,174,150,65%,4.960000000000000,270,11%,5%,117,2.360000000000000,1.020000000000000,1.550000000000000,2.780000000000000,6.540000000000000,1.540000000000000,3.600000000000000,3.650000000000000,3.890000000000000,2%,6379,90,1114,154.000000000000000,201,12,28%,2%,369.000000000000000,2483.684322430000066,373,258500,667500,1,24,17.235009999999999,14.619920000000000,-2.615100000000000,553,S01010311,Glasgow City,744.000000000000000,503.000000000000000,48.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.370000000000000,280.000000000000000,136.000000000000000,0.340000000000000,170.000000000000000,90.000000000000000,260.000000000000000,306.495600566999997,355.683349041999975,167.000000000000000,0.299731182796000,0.100000000000000,204.861689928999994,41.000000000000000,0.589743589700000,4.074074070000000,270.195931244999997,0.180000000000000,0.029850750000000,13.000000000000000,2.290094224340000,1.031139460370000,1.427721912550000,1.843123717720000,2.385268643270000,6.370678089430000,3.625395244770000,3.876296807430000,4.104923692560000,6586.000000000000000,114.171945700999999,1534.569162649999953,91.000000000000000,201.000000000000000,12.000000000000000,0.281512605042000,0.016806722689100,369.000000000000000,2483.684322430000066,187128.145348999998532,2483.684322434277419,187128.145348999998532,0.026177230335987,0.895384082525000,545,S01010311,22,20559.544351066706440,0.026177225002751,0.969405501329998,0.859209195319795,-0.110196306010202,383,0,S01010311,1,181403.053554999991320,319,0,S01010311,1,160782.223186999995960
1,554,S01010312,Keppochhill - 04,Glasgow City,814,535,33,1,1,1,1,46%,378,13.000000000000000,35%,186,20.000000000000000,305,364,537,194,34%,5%,210,8,77%,5.370000000000000,262,5%,6%,788,2.110000000000000,2.520000000000000,2.610000000000000,4.050000000000000,7.180000000000000,2.530000000000000,9.039999999999999,8.680000000000000,8.930000000000000,0%,4028,48,592,706.000000000000000,241,31,28%,4%,294.000000000000000,1809.434665389999964,373,258500,667500,1,24,17.235009999999999,14.619920000000000,-2.615100000000000,554,S01010312,Glasgow City,833.000000000000000,546.000000000000000,19.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.420000000000000,350.000000000000000,56.000000000000000,0.380000000000000,205.000000000000000,43.000000000000000,320.000000000000000,343.545245061000003,216.847395212000009,180.000000000000000,0.319327731092000,0.027777777777800,214.734724983000007,11.000000000000000,0.717857142900000,4.588235290000000,261.610529026999984,0.210000000000000,0.005780350000000,52.000000000000000,1.991633632780000,2.034450027360000,2.011696425970000,2.917508327000000,1.983378884500000,6.961100687860000,9.036624367889999,8.689037849829999,8.917609555929999,4468.000000000000000,57.085972850700003,685.305796526999984,615.000000000000000,241.000000000000000,31.000000000000000,0.281213535589000,0.036172695449200,294.000000000000000,1809.434665389999964,118088.804743000000599,1809.434665393929436,118088.804743000000599,0.025687055802242,0.321232808810000,546,S01010312,22,20174.562252630661533,0.025687050568887,0.377597791722447,0.303022247012972,-0.074575544709474,384,0,S01010312,1,44590.071898100002727,320,0,S01010312,1,35783.534960299999511
1,555,S01010313,Keppochhill - 05,Glasgow City,566,394,118,1,1,1,2,41%,230,63.000000000000000,29%,113,116.000000000000000,255,644,301,181,25%,8%,185,79,81%,5.390000000000000,255,10%,3%,695,2.600000000000000,1.620000000000000,2.570000000000000,3.660000000000000,6.610000000000000,2.500000000000000,5.120000000000000,5.410000000000000,5.650000000000000,0%,5569,21,373,1656.000000000000000,155,37,24%,6%,354.000000000000000,3004.512830990000111,373,258500,667500,1,24,17.235009999999999,14.619920000000000,-2.615100000000000,555,S01010313,Glasgow City,620.000000000000000,429.000000000000000,86.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,0.370000000000000,230.000000000000000,160.000000000000000,0.360000000000000,155.000000000000000,61.000000000000000,275.000000000000000,634.926325625999993,407.420502156999987,199.000000000000000,0.266129032258000,0.078947368421100,200.885532966000000,27.000000000000000,0.761904761900000,4.666666670000000,254.739742475000014,0.170000000000000,0.029629630000000,247.000000000000000,2.492638198390000,1.673476324540000,2.308371565070000,2.690958738740000,2.288449306190000,6.705582811560000,4.642729320660000,5.352102479070000,5.578616234140000,5399.000000000000000,35.052790346899997,565.367586240000037,908.000000000000000,155.000000000000000,37.000000000000000,0.243710691824000,0.058176100628900,354.000000000000000,3004.512830990000111,189812.632998999994015,3004.512830986988320,189812.632998999994015,0.034827698351575,0.816952503882000,547,S01010313,30,27353.604630180892855,0.034827691256854,0.990412728614277,0.725046525236943,-0.265366203377335,385,0,S01010313,1,187992.847773999994388,321,0,S01010313,1,137622.990002000005916
1,556,S01010314,Keppochhill - 06,Glasgow City,1682,1302,803,1,2,3,12,25%,420,860.000000000000000,17%,218,1117.000000000000000,200,322,194,106,22%,7%,149,610,72%,4.810000000000000,170,16%,3%,569,1.990000000000000,2.470000000000000,3.080000000000000,2.550000000000000,5.480000000000000,3.290000000000000,6.120000000000000,7.720000000000000,8.430000000000000,0%,4799,83,496,1020.000000000000000,247,23,26%,2%,430.000000000000000,4435.509244050000234,373,257500,667500,1,24,17.985205000000001,15.300020000000000,-2.685200000000000,556,S01010314,Glasgow City,1367.000000000000000,1055.000000000000000,897.000000000000000,1.000000000000000,2.000000000000000,3.000000000000000,13.000000000000000,0.250000000000000,340.000000000000000,866.000000000000000,0.210000000000000,215.000000000000000,909.000000000000000,210.000000000000000,265.143099294000024,106.746040672999996,114.000000000000000,0.196781272860000,0.051724137931000,153.240859785999987,630.000000000000000,0.744186046500000,5.320000000000000,169.892440139999991,0.090000000000000,0.075924230000000,1776.000000000000000,1.863464853970000,2.079572972560000,2.536818914280000,1.404519159270000,2.722259584130000,5.584818084510000,6.269715525400000,7.405376605400000,7.006602587890000,5340.000000000000000,87.131221719500004,637.390063785000052,715.000000000000000,247.000000000000000,23.000000000000000,0.258638743455000,0.024083769633500,430.000000000000000,4435.509244050000234,232005.968024000001606,4435.509244048776964,232005.968024000001606,0.148695277790657,0.918612452370000,548,S01010314,53,116784.973787071401603,0.148695247499779,0.899413376195625,0.819868106338209,-0.079545269857416,386,0,S01010314,1,208669.270997999992687,322,0,S01010314,1,190214.293662999989465
1,557,S01010315,Ruchill - 01,Glasgow City,879,623,1805,2,3,6,26,23%,199,1098.000000000000000,11%,68,2425.000000000000000,145,35,61,138,21%,6%,107,2176,78%,4.910000000000000,157,7%,6%,1480,2.330000000000000,3.450000000000000,1.610000000000000,3.720000000000000,4.680000000000000,2.060000000000000,10.400000000000000,6.620000000000000,7.150000000000000,0%,4925,17,194,3491.000000000000000,228,4,25%,0%,607.000000000000000,2346.249286520000169,373,257500,668500,1,24,15.369800000000000,12.987180000000000,-2.382600000000000,557,S01010315,Glasgow City,891.000000000000000,627.000000000000000,1813.000000000000000,2.000000000000000,3.000000000000000,6.000000000000000,26.000000000000000,0.210000000000000,190.000000000000000,1265.000000000000000,0.140000000000000,85.000000000000000,2155.000000000000000,160.000000000000000,38.071514839400002,54.698905220999997,141.000000000000000,0.169472502806000,0.060000000000000,108.807514804999997,2139.000000000000000,0.799242424200000,5.300000000000000,157.400971494999993,0.080000000000000,0.063414630000000,2143.000000000000000,2.465630422060000,2.785949011250000,1.765922060130000,2.272507599280000,2.408076556260000,5.898523536810000,9.614360570910000,6.479519761090000,7.623559265450000,4363.000000000000000,34.051282051299999,382.169271057999993,1786.000000000000000,228.000000000000000,4.000000000000000,0.250274423710000,0.004390779363340,607.000000000000000,2346.249286520000169,124057.997270000007120,2346.249286521116574,124057.997270000007120,0.091195892056806,0.054710629727200,549,S01010315,17,71625.071229220993700,0.091195873478009,0.347242055176376,0.039722487306521,-0.307519567869855,387,0,S01010315,1,43078.153933100002178,323,0,S01010315,1,4927.892221830000381
1,558,S01010316,Ruchill - 02,Glasgow City,680,496,182,1,1,1,3,37%,252,136.000000000000000,26%,129,212.000000000000000,265,193,163,97,24%,8%,168,203,66%,5.000000000000000,179,10%,3%,447,2.300000000000000,3.330000000000000,2.420000000000000,3.370000000000000,5.310000000000000,2.860000000000000,9.410000000000000,9.150000000000000,9.500000000000000,0%,3805,40,591,708.000000000000000,129,1,25%,0%,609.000000000000000,3034.055538109999816,373,257500,668500,1,24,15.369800000000000,12.987180000000000,-2.382600000000000,558,S01010316,Glasgow City,562.000000000000000,422.000000000000000,313.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5.000000000000000,0.300000000000000,170.000000000000000,455.000000000000000,0.280000000000000,120.000000000000000,286.000000000000000,265.000000000000000,157.690653451999992,82.251682619999997,147.000000000000000,0.234875444840000,0.043478260869600,153.554142157999991,292.000000000000000,0.731884058000000,4.000000000000000,179.192365456000005,0.100000000000000,0.027397260000000,399.000000000000000,2.226857828610000,2.662366510740000,2.339179668580000,1.958577143480000,2.702020952640000,5.820468867350000,9.194384805389999,8.944296921139999,8.971855457869999,3901.000000000000000,27.040723981900001,481.151672275999999,1240.000000000000000,129.000000000000000,1.000000000000000,0.251953125000000,0.001953125000000,609.000000000000000,3034.055538109999816,259452.610784999997122,3034.055538107357279,259452.610784999997122,0.236637767438633,0.200542595585000,550,S01010316,51,185854.829271847469499,0.236637719232558,0.168949012319726,0.159006286536027,-0.009942725783699,388,0,S01010316,1,43834.262335899999016,324,0,S01010316,1,41254.596172999998089
1,560,S01010318,Ruchill - 04,Glasgow City,1500,1291,2174,2,4,7,32,15%,224,2254.000000000000000,8%,110,3218.000000000000000,145,141,88,148,16%,8%,93,2317,76%,4.890000000000000,171,8%,5%,1093,2.030000000000000,3.490000000000000,2.770000000000000,2.780000000000000,5.820000000000000,3.210000000000000,9.980000000000000,10.880000000000001,11.180000000000000,0%,3290,44,295,2283.000000000000000,195,2,39%,0%,131.000000000000000,2950.043662160000167,373,257500,668500,1,24,15.369800000000000,12.987180000000000,-2.382600000000000,560,S01010318,Glasgow City,1671.000000000000000,1483.000000000000000,2836.000000000000000,3.000000000000000,5.000000000000000,9.000000000000000,41.000000000000000,0.110000000000000,180.000000000000000,3223.000000000000000,0.080000000000000,125.000000000000000,3596.000000000000000,130.000000000000000,126.840800536000003,66.771955891800005,127.000000000000000,0.126870137642000,0.020000000000000,78.653521964099994,3194.000000000000000,0.745901639300000,4.875000000000000,170.723163911999990,0.010000000000000,0.044864320000000,1585.000000000000000,2.007559283960000,2.818795579190000,2.537972344430000,1.738202705130000,3.033876986150000,5.587381100000000,10.083198906600000,10.722024671100000,10.221684423399999,3436.000000000000000,53.079939668199998,317.653738288999989,2275.000000000000000,195.000000000000000,2.000000000000000,0.386138613861000,0.003960396039600,131.000000000000000,2950.043662160000167,128009.618187999993097,2950.043662161121119,128009.618187999993097,0.175590287613049,0.118853663765000,552,S01010318,42,137908.260711120703490,0.175590251842608,0.116472712434804,0.116472712434804,0.000000000000000,390,0,S01010318,1,14909.627448100000038,325,0,S01010318,1,14909.627448100000038
1,561,S01010319,Ruchill - 05,Glasgow City,815,669,2501,2,4,8,36,12%,101,2805.000000000000000,9%,59,3065.000000000000000,110,143,91,68,15%,7%,101,3161,72%,0.000000000000000,110,9%,9%,1344,2.550000000000000,3.350000000000000,2.050000000000000,3.770000000000000,4.670000000000000,2.500000000000000,9.250000000000000,5.170000000000000,5.700000000000000,0%,4806,46,567,772.000000000000000,131,16,18%,2%,1094.000000000000000,2282.814122169999791,373,257500,668500,1,24,15.369800000000000,12.987180000000000,-2.382600000000000,561,S01010319,Glasgow City,740.000000000000000,599.000000000000000,2110.000000000000000,2.000000000000000,4.000000000000000,7.000000000000000,31.000000000000000,0.160000000000000,120.000000000000000,2110.000000000000000,0.130000000000000,75.000000000000000,2348.000000000000000,135.000000000000000,73.049175792100002,0.000000000000000,110.000000000000000,0.148648648649000,0.104166666667000,98.414637888499996,2914.000000000000000,0.710526315800000,5.000000000000000,109.572668176999997,0.300000000000000,0.051546390000000,1238.000000000000000,2.345316575950000,2.685152402250000,1.830566125980000,2.760556891300000,2.304190038330000,5.552500571430000,7.952746179700000,5.110323449560000,5.698790473270000,4844.000000000000000,35.052790346899997,473.686356038999975,1285.000000000000000,131.000000000000000,16.000000000000000,0.184247538678000,0.022503516174400,1094.000000000000000,2282.814122169999791,96160.884823500004131,2282.814122165425033,96160.884823500004131,0.118570399618939,0.022388646990800,553,S01010319,28,93124.954719752611709,0.118570375463768,0.347552721423509,0.024452156283876,-0.323100565139633,391,0,S01010319,1,33420.977214899998216,326,0,S01010319,1,2351.340984099999787
1,563,S01010321,Ruchill - 07,Glasgow City,879,610,1356,1,2,4,20,21%,185,1298.000000000000000,13%,78,1908.000000000000000,160,268,123,253,32%,9%,126,659,0%,5.620000000000000,119,10%,5%,3144,3.230000000000000,2.780000000000000,1.470000000000000,4.110000000000000,3.720000000000000,1.970000000000000,8.380000000000001,4.780000000000000,5.300000000000000,0%,5818,108,1223,120.000000000000000,218,47,31%,7%,154.000000000000000,2780.525449570000092,373,257500,668500,1,24,15.369800000000000,12.987180000000000,-2.382600000000000,563,S01010321,Glasgow City,884.000000000000000,639.000000000000000,1377.000000000000000,1.000000000000000,2.000000000000000,4.000000000000000,20.000000000000000,0.200000000000000,175.000000000000000,1472.000000000000000,0.160000000000000,100.000000000000000,1702.000000000000000,145.000000000000000,141.982698601999999,48.836071275800002,220.000000000000000,0.266968325792000,0.035714285714300,110.643115877000000,1149.000000000000000,0.857142857100000,5.222222220000000,119.197446998000004,0.290000000000000,0.015748030000000,1602.000000000000000,2.765597886800000,2.165435622520000,1.427974924390000,3.207631750000000,1.855832795220000,4.699768793650000,6.594217409230000,4.786257459980000,4.863154180870000,5716.000000000000000,90.135746606300003,1019.635142610000003,232.000000000000000,218.000000000000000,47.000000000000000,0.313669064748000,0.067625899280600,154.000000000000000,2780.525449570000092,156289.545485999988159,2780.525449572450725,156289.545485999988159,0.005379038595687,0.454653550998000,555,S01010321,7,4224.686155044400039,0.005379037499966,0.485261195701626,0.392036658887645,-0.093224536813981,393,0,S01010321,1,75841.251718200001051,327,0,S01010321,1,61271.231231400000979
1,564,S01010322,Ruchill - 08,Glasgow City,1082,849,5869,5,9,17,85,4%,41,5561.000000000000000,3%,29,5502.500000000000000,55,104,21,80,14%,0%,64,5382,0%,6.330000000000000,30,0%,9%,6567,3.380000000000000,2.480000000000000,2.120000000000000,3.570000000000000,2.480000000000000,2.920000000000000,7.240000000000000,6.520000000000000,8.090000000000000,1%,4954,29,269,2515.000000000000000,208,46,20%,4%,665.000000000000000,3138.538261730000158,373,256500,667500,1,24,18.151775000000001,15.476610000000001,-2.675200000000000,564,S01010322,Glasgow City,1049.000000000000000,837.000000000000000,6096.000000000000000,5.000000000000000,9.000000000000000,18.000000000000000,88.000000000000000,0.040000000000000,40.000000000000000,5612.000000000000000,0.040000000000000,30.000000000000000,5669.000000000000000,50.000000000000000,19.073139980400001,18.846465022699999,84.000000000000000,0.133460438513000,0.000000000000000,64.523808160599998,5810.000000000000000,0.843137254900000,6.375000000000000,29.577896281099999,0.020000000000000,0.058823530000000,6019.000000000000000,2.602335803260000,2.168472230300000,2.105369634110000,3.193141243800000,2.589020148590000,4.610349662500000,6.772186286490000,6.823149382950000,7.324810292700000,4734.000000000000000,13.019607843099999,124.114469428999996,4811.000000000000000,208.000000000000000,46.000000000000000,0.202334630350000,0.044747081712100,665.000000000000000,3138.538261730000158,198478.037504999985686,3138.538261726284418,198478.037504999985686,0.124925841235593,0.143361483536000,556,S01010322,58,98116.505854825518327,0.124925815786003,0.462995614076369,0.144513468063072,-0.318482146013297,394,0,S01010322,1,91894.460855299999821,328,0,S01010322,1,28682.749534200000198
